concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
0,Volume Prostate measured by MRI,Measurement,AZDELTA,Observable Entity,S,LABO_00000810,2023-05-15,2099-12-31,
0,Volume Prostate measured by TRUS,Measurement,AZDELTA,Observable Entity,S,LABO_00000811,2023-05-15,2099-12-31,
