sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
AZDELTAVOC,AZ Delta vocabulary,1,,0.01,APPROVED,EQUAL,pjlammertyn,1659010923403,0,Unmapped,,MAPS_TO,CUSTOM CONCEPT,,0,
AWELLVOC,Awell vocabulary,1,,0.01,APPROVED,EQUAL,pjlammertyn,1659010923403,0,Unmapped,,MAPS_TO,CUSTOM CONCEPT,,0,
