sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
PA,PANAMA,1,,1.00,UNCHECKED,UNREVIEWED,,0,42075162,Panama,Geography,MAPS_TO,,<auto>,1658924392981,
DZ,ALGERIJE,1,,0.65,UNCHECKED,UNREVIEWED,,0,42034493,Rijen,Geography,MAPS_TO,,<auto>,1658924392983,
SV,EL SALVADOR,1,,0.93,UNCHECKED,UNREVIEWED,,0,42030851,Salvador,Geography,MAPS_TO,,<auto>,1658924392988,
NU,NIUE,1,,0.20,UNCHECKED,UNREVIEWED,,0,41884878,Geranium,Geography,MAPS_TO,,<auto>,1658924392988,
FK,FALKLANDEILANDEN,1,,0.84,UNCHECKED,UNREVIEWED,,0,42066237,Falkland,Geography,MAPS_TO,,<auto>,1658924392991,
LI,LIECHTENSTEIN,1,,0.88,UNCHECKED,UNREVIEWED,,0,41980233,Rechtenstein,Geography,MAPS_TO,,<auto>,1658924392991,
BZ,BELIZE,1,,0.56,UNCHECKED,UNREVIEWED,,0,41900524,Feliz,Geography,MAPS_TO,,<auto>,1658924392992,
SK,SLOWAKIJE,1,,0.52,UNCHECKED,UNREVIEWED,,0,42007272,Waki,Geography,MAPS_TO,,<auto>,1658924393042,
NP,NEPAL,1,,0.73,UNCHECKED,UNREVIEWED,,0,42022119,Nepas,Geography,MAPS_TO,,<auto>,1658924393079,
GD,GRENADA,1,,1.00,UNCHECKED,UNREVIEWED,,0,42067843,Grenada,Geography,MAPS_TO,,<auto>,1658924393120,
MD,MOLDAVIË,1,,0.47,UNCHECKED,UNREVIEWED,,0,41881748,Aldavilla,Geography,MAPS_TO,,<auto>,1658924393133,
TV,TUVALU,1,,0.79,UNCHECKED,UNREVIEWED,,0,41905458,Batuva,Geography,MAPS_TO,,<auto>,1658924393155,
VA,VATICAANSTAD,1,,0.78,UNCHECKED,UNREVIEWED,,0,41973930,Caan,Geography,MAPS_TO,,<auto>,1658924393157,
GY,GUYANA,1,,0.96,UNCHECKED,UNREVIEWED,,0,41929000,French Guiana,Geography,MAPS_TO,,<auto>,1658924393181,
MA,MAROKKO,1,,0.54,UNCHECKED,UNREVIEWED,,0,42001709,Rokkasho,Geography,MAPS_TO,,<auto>,1658924393216,
AR,ARGENTINIË,1,,0.41,UNCHECKED,UNREVIEWED,,0,42084541,Argentine,Geography,MAPS_TO,,<auto>,1658924393256,
RW,RWANDA,1,,0.73,UNCHECKED,UNREVIEWED,,0,41887725,Parwan,Geography,MAPS_TO,,<auto>,1658924393261,
LR,LIBERIA,1,,0.94,UNCHECKED,UNREVIEWED,,0,41996483,Liberi,Geography,MAPS_TO,,<auto>,1658924393291,
XK,KOSOVO,1,,0.54,UNCHECKED,UNREVIEWED,,0,41977547,Kosel,Geography,MAPS_TO,,<auto>,1658924393319,
NI,NICARAGUA,1,,0.77,UNCHECKED,UNREVIEWED,,0,41893014,Araguari,Geography,MAPS_TO,,<auto>,1658924393327,
DO,DOMINICAANSE REPUBLIEK,1,,0.55,UNCHECKED,UNREVIEWED,,0,41973930,Caan,Geography,MAPS_TO,,<auto>,1658924393366,
MS,MONTSERRAT,1,,1.00,UNCHECKED,UNREVIEWED,,0,42026223,Montserrat,Geography,MAPS_TO,,<auto>,1658924393417,
SX,SINT MAARTEN,1,,1.00,UNCHECKED,UNREVIEWED,,0,42034629,Sint Maarten,Geography,MAPS_TO,,<auto>,1658924393429,
TD,TSJAAD,1,,0.45,UNCHECKED,UNREVIEWED,,0,42069418,JAARS,Geography,MAPS_TO,,<auto>,1658924393439,
MH,MARSHALLEINLANDEN,1,,0.65,UNCHECKED,UNREVIEWED,,0,42072043,Marshall,Geography,MAPS_TO,,<auto>,1658924393441,
YU,JOEGOSLAVIË,1,,0.47,UNCHECKED,UNREVIEWED,,0,41984877,Goslar,Geography,MAPS_TO,,<auto>,1658924393478,
KE,KENIA,1,,0.75,UNCHECKED,UNREVIEWED,,0,42069865,Kent,Geography,MAPS_TO,,<auto>,1658924393512,
PH,FILIPIJNEN,1,,0.92,UNCHECKED,UNREVIEWED,,0,42034178,Opijnen,Geography,MAPS_TO,,<auto>,1658924393528,
LB,LIBANON,1,,0.64,UNCHECKED,UNREVIEWED,,0,41882241,Bealiba,Geography,MAPS_TO,,<auto>,1658924393563,
NR,NAURU,1,,0.72,UNCHECKED,UNREVIEWED,,0,41899162,Bauru,Geography,MAPS_TO,,<auto>,1658924393580,
CR,COSTA RICA,1,,1.00,UNCHECKED,UNREVIEWED,,0,41900075,Costa Rica,Geography,MAPS_TO,,<auto>,1658924393596,
BO,BOLIVIA,1,,1.00,UNCHECKED,UNREVIEWED,,0,42061657,Bolivia,Geography,MAPS_TO,,<auto>,1658924393664,
SY,SYRIË,1,,0.59,UNCHECKED,UNREVIEWED,,0,42032416,Arriën,Geography,MAPS_TO,,<auto>,1658924393684,
AQ,ANTARCTICA,1,,0.48,UNCHECKED,UNREVIEWED,,0,41930990,French Southern and Antarctic Lands,Geography,MAPS_TO,,<auto>,1658924393687,
HN,HONDURAS,1,,1.00,UNCHECKED,UNREVIEWED,,0,42082881,Honduras,Geography,MAPS_TO,,<auto>,1658924393729,
GL,GROENLAND,1,,0.72,UNCHECKED,UNREVIEWED,,0,42033068,Groenlo,Geography,MAPS_TO,,<auto>,1658924393743,
BG,BULGARIJE,1,,0.64,UNCHECKED,UNREVIEWED,,0,42034493,Rijen,Geography,MAPS_TO,,<auto>,1658924393753,
PG,PAPOEA-NIEUW-GUINEA,1,,0.51,UNCHECKED,UNREVIEWED,,0,42033730,Nieuw-Buinen,Geography,MAPS_TO,,<auto>,1658924393794,
GS,ZUID-GEORGIË EN DE ZUIDELIJKE,1,,0.37,UNCHECKED,UNREVIEWED,,0,41890291,Belgium,Geography,MAPS_TO,,<auto>,1658924393797,
ET,ETHIOPIË,1,,0.33,UNCHECKED,UNREVIEWED,,0,41963788,Thio,Geography,MAPS_TO,,<auto>,1658924393901,
IQ,IRAK,1,,0.74,UNCHECKED,UNREVIEWED,,0,42076432,Rake,Geography,MAPS_TO,,<auto>,1658924393905,
ID,INDONESIË,1,,0.30,UNCHECKED,UNREVIEWED,,0,42071076,Lindon,Geography,MAPS_TO,,<auto>,1658924393914,
CM,KAMEROEN,1,,0.70,UNCHECKED,UNREVIEWED,,0,41991334,Kamern,Geography,MAPS_TO,,<auto>,1658924393934,
JE,JERSEY,1,,1.00,UNCHECKED,UNREVIEWED,,0,42069593,Jersey,Geography,MAPS_TO,,<auto>,1658924393950,
GP,GUADELOUPE,1,,1.00,UNCHECKED,UNREVIEWED,,0,41931100,Guadeloupe,Geography,MAPS_TO,,<auto>,1658924393953,
AS,AMERIKAANS-SAMOA,1,,0.42,UNCHECKED,UNREVIEWED,,0,42066848,Frederika,Geography,MAPS_TO,,<auto>,1658924393986,
HR,KROATIË,1,,0.41,UNCHECKED,UNREVIEWED,,0,41977633,Kropp,Geography,MAPS_TO,,<auto>,1658924394062,
ME,MONTENEGRO,1,,1.00,UNCHECKED,UNREVIEWED,,0,41901926,Montenegro,Geography,MAPS_TO,,<auto>,1658924394081,
CH,ZWITSERLAND,1,,0.56,UNCHECKED,UNREVIEWED,,0,42035284,Zwinderen,Geography,MAPS_TO,,<auto>,1658924394083,
CX,CHRISTMASEILAND,1,,0.64,UNCHECKED,UNREVIEWED,,0,41921142,Christmas Island,Geography,MAPS_TO,,<auto>,1658924394125,
GB,VERENIGD KONINKRIJK,1,,0.63,APPROVED,EQUAL,Stijn Dupulthys,1658928621290,42035286,United Kingdom,Geography,MAPS_TO,,Stijn Dupulthys,1658928619983,
CC,COCOSEILANDEN,1,,0.59,UNCHECKED,UNREVIEWED,,0,41962366,Seillans,Geography,MAPS_TO,,<auto>,1658924394156,
TJ,TADZJIKISTAN,1,,0.33,UNCHECKED,UNREVIEWED,,0,42000349,Iki,Geography,MAPS_TO,,<auto>,1658924394291,
GN,GUINEA,1,,1.00,UNCHECKED,UNREVIEWED,,0,42030031,Guinea,Geography,MAPS_TO,,<auto>,1658924394301,
BD,BANGLADESH,1,,0.79,UNCHECKED,UNREVIEWED,,0,41931845,Anglade,Geography,MAPS_TO,,<auto>,1658924394315,
AN,NEDERLANDSE ANTILLEN,1,,0.63,UNCHECKED,UNREVIEWED,,0,42073649,Nederland,Geography,MAPS_TO,,<auto>,1658924394330,
PM,SAINT-PIERRE EN MIQUELON,1,,0.74,UNCHECKED,UNREVIEWED,,0,42003575,Saint-Pierre,Geography,MAPS_TO,,<auto>,1658924394345,
ZA,ZUID-AFRIKA,1,,0.45,APPROVED,EQUAL,Stijn Dupulthys,1658928645354,42014353,South Africa,Geography,MAPS_TO,,Stijn Dupulthys,1658928644722,
BV,BOUVET,1,,0.88,UNCHECKED,UNREVIEWED,,0,41970231,Bouvent,Geography,MAPS_TO,,<auto>,1658924394433,
MN,MONGOLIË,1,,0.48,UNCHECKED,UNREVIEWED,,0,42004955,Strongoli,Geography,MAPS_TO,,<auto>,1658924394436,
PT,PORTUGAL,1,,0.93,UNCHECKED,UNREVIEWED,,0,42027074,Portugalete,Geography,MAPS_TO,,<auto>,1658924394481,
RO,ROEMENIË,1,,0.43,UNCHECKED,UNREVIEWED,,0,42032449,Babyloniënbroek,Geography,MAPS_TO,,<auto>,1658924394483,
TM,TURKMENISTAN,1,,0.66,UNCHECKED,UNREVIEWED,,0,41916397,Barkmere,Geography,MAPS_TO,,<auto>,1658924394508,
AG,ANTIGUA EN BARBUDA,1,,0.51,UNCHECKED,UNREVIEWED,,0,42062266,Buda,Geography,MAPS_TO,,<auto>,1658924394514,
UY,URUGUAY,1,,0.71,UNCHECKED,UNREVIEWED,,0,41914104,Uruguai,Geography,MAPS_TO,,<auto>,1658924394525,
SR,SURINAME,1,,0.67,UNCHECKED,UNREVIEWED,,0,41963319,Surin,Geography,MAPS_TO,,<auto>,1658924394527,
EC,ECUADOR,1,,0.61,UNCHECKED,UNREVIEWED,,0,41900402,Equador,Geography,MAPS_TO,,<auto>,1658924394542,
MY,MALEISIË,1,,0.38,UNCHECKED,UNREVIEWED,,0,42046551,Leiston,Geography,MAPS_TO,,<auto>,1658924394549,
FR,FRANKRIJK,1,,0.69,APPROVED,EQUAL,Stijn Dupulthys,1658928538640,41928898,France,Geography,MAPS_TO,,Stijn Dupulthys,1658928537469,
ZM,ZAMBIA,1,,0.77,UNCHECKED,UNREVIEWED,,0,42060018,Ambia,Geography,MAPS_TO,,<auto>,1658924394658,
TK,TOKELAU,1,,0.85,UNCHECKED,UNREVIEWED,,0,42079835,Tokeland,Geography,MAPS_TO,,<auto>,1658924394692,
CN,CHINA,1,,1.00,UNCHECKED,UNREVIEWED,,0,42063390,China,Geography,MAPS_TO,,<auto>,1658924394710,
MQ,MARTINIQUE,1,,1.00,UNCHECKED,UNREVIEWED,,0,41931103,Martinique,Geography,MAPS_TO,,<auto>,1658924394751,
PY,PARAGUAY,1,,0.68,UNCHECKED,UNREVIEWED,,0,42082981,Maguayo,Geography,MAPS_TO,,<auto>,1658924394769,
UM,KLEINE PACIFISCHE EILANDEN USA,1,,0.42,UNCHECKED,UNREVIEWED,,0,42070072,Klein,Geography,MAPS_TO,,<auto>,1658924394831,
DJ,DJIBOUTI,1,,0.46,UNCHECKED,UNREVIEWED,,0,42061152,Bemidji,Geography,MAPS_TO,,<auto>,1658924394836,
VC,SAINT VINCENT EN DE GRENADINES,1,,0.46,UNCHECKED,UNREVIEWED,,0,42076137,Port Vincent,Geography,MAPS_TO,,<auto>,1658924394848,
